Date,NIFTY 50 Closing Price,NIFTY 50 Log Return,XAU/INR (Gold) Closing Price,XAU/INR (Gold) Log Return,USD/INR Closing Price,USD/INR Log Return,10-Year BOND YIELD Closing Price,10-Year BOND YIELD Log Return,INDIA VIX Closing Price
08/02/2021,"15,885.15",-0.0153427,"1,30,497",-0.01063,74.15,-0.005889568,6.065,-0.023,12.8025
07/30/2021,"15,763.05",-0.0077161,"1,30,253",-0.00187,74.17,0.000269687,6.039,-0.026,12.945
07/29/2021,"15,778.45",0.0009765,"1,28,214",-0.01578,74.298,0.001724278,6.051,0.012,13.6925
07/28/2021,"15,709.40",-0.0043858,"1,28,607",0.00306,74.2,-0.001319883,6.036,-0.015,13.2325
07/27/2021,"15,746.45",0.0023557,"1,29,165",0.00433,73.825,-0.005066723,6.056,0.02,12.45
07/26/2021,"15,824.45",0.0049413,"1,29,157",-0.00006,73.821,-5.42E-05,6.028,-0.028,11.7625
07/23/2021,"15,856.05",0.0019949,"1,28,596",-0.00435,73.81,-0.00014902,6.012,-0.016,11.885
07/22/2021,"15,824.05",-0.0020202,"1,30,448",0.0143,73.825,0.000203204,6.018,0.006,13.205
07/20/2021,"15,632.10",-0.0122044,"1,30,799",0.00269,73.745,-0.001084231,6.025,0.007,12.68
07/19/2021,"15,752.40",0.0076662,"1,29,903",-0.00687,73.653,-0.001248321,6.029,0.004,11.705
07/16/2021,"15,923.40",0.010797,"1,29,142",-0.00588,73.645,-0.000108623,6.006,-0.023,12.27
07/15/2021,"15,924.20",0.0000502,"1,28,931",-0.00164,73.575,-0.000950958,6.019,0.013,12.59
07/14/2021,"15,853.95",-0.0044213,"1,31,670",0.02102,73.445,-0.001768467,6.045,0.026,12.6225
07/13/2021,"15,812.35",-0.0026274,"1,32,866",0.00904,73.647,0.002746582,6.04,-0.005,12.9925
07/12/2021,"15,692.60",-0.007602,"1,31,907",-0.00724,73.565,-0.00111404,6.004,-0.036,12.9425
07/09/2021,"15,689.80",-0.0001784,"1,31,399",-0.00386,73.524,-0.000557486,6.006,0.002,13.56
07/08/2021,"15,727.90",0.0024254,"1,31,894",0.00376,73.546,0.000299177,6.019,0.013,12.2125
07/07/2021,"15,879.65",0.0096022,"1,31,928",0.00026,73.796,0.003393469,6.016,-0.003,12.275
07/06/2021,"15,818.25",-0.0038741,"1,31,748",-0.00137,73.442,-0.004808551,6.006,-0.01,12.0675
07/05/2021,"15,834.35",0.0010173,"1,33,212",0.01105,73.078,-0.004968615,6.022,0.016,12.09
07/02/2021,"15,722.20",-0.0071079,"1,33,349",0.00103,72.997,-0.001109019,6.028,0.006,12.84
07/01/2021,"15,680.00",-0.0026877,"1,32,029",-0.00995,73.006,0.000123285,5.997,-0.031,13.045
06/30/2021,"15,721.50",0.0026432,"1,32,381",0.00266,72.995,-0.000150684,6.005,0.008,13.0025
06/29/2021,"15,748.45",0.0017127,"1,32,225",-0.00118,72.951,-0.000602963,6.025,0.02,13.4025
06/28/2021,"15,814.70",0.0041979,"1,32,621",0.00299,73.299,0.004758983,6.022,-0.003,13.3675
06/25/2021,"15,860.35",0.0028824,"1,33,480",0.00646,73.475,0.002398246,6.003,-0.019,15.0975
06/24/2021,"15,790.45",-0.004417,"1,32,874",-0.00455,74.155,0.009212285,5.987,-0.016,15.365
06/23/2021,"15,686.95",-0.0065762,"1,32,656",-0.00164,74.12,-0.000472096,5.972,-0.015,14.7375
06/22/2021,"15,772.75",0.0054546,"1,33,631",0.00732,74.136,0.000215843,5.972,0,15.06
06/21/2021,"15,746.50",-0.0016656,"1,33,786",0.00116,74.135,-1.35E-05,5.977,0.005,14.7975
06/18/2021,"15,683.35",-0.0040185,"1,32,389",-0.0105,74.352,0.002922817,5.968,-0.009,15.2875
06/17/2021,"15,691.40",0.0005132,"1,32,349",-0.0003,74.38,0.000376516,5.975,0.007,14.865
06/16/2021,"15,767.55",0.0048412,"1,32,768",0.00316,74.29,-0.001210735,5.976,0.001,14.605
06/15/2021,"15,869.25",0.0064292,"1,32,772",0.00003,74.375,0.001143511,5.972,-0.004,14.715
06/14/2021,"15,811.85",-0.0036236,"1,32,515",-0.00194,74.17,-0.002760108,5.986,0.014,14.1025
06/11/2021,"15,799.35",-0.0007909,"1,32,056",-0.00347,74.242,0.000970272,6.01,0.024,15.0025
06/10/2021,"15,737.75",-0.0039065,"1,30,198",-0.01417,74.315,0.000982788,6.008,-0.002,14.7525
06/09/2021,"15,635.35",-0.0065279,"1,30,036",-0.00125,74.263,-0.000699969,6.014,0.006,15.225
06/08/2021,"15,740.10",0.0066772,"1,28,659",-0.01065,74.435,0.002313415,6.015,0.001,15.5675
06/07/2021,"15,751.65",0.0007335,"1,28,783",0.00096,74.488,0.000711777,5.974,-0.041,15.94
06/04/2021,"15,670.25",-0.0051811,"1,30,909",0.01637,74.242,-0.003308011,5.978,0.004,15.745
06/03/2021,"15,690.35",0.0012819,"1,33,642",0.02066,74.1,-0.001914495,6.015,0.037,17.21
06/02/2021,"15,576.20",-0.0073018,"1,34,320",0.00506,74.175,0.001011634,6.001,-0.014,17.3875
06/01/2021,"15,574.85",-0.0000867,"1,34,393",0.00054,74.251,0.001024079,6.03,0.029,16.885
05/31/2021,"15,582.80",0.0005103,"1,34,818",0.00316,74.356,0.001413123,6.059,0.029,17.4025
05/28/2021,"15,435.65",-0.009488,"1,34,817",-0.00001,74.344,-0.000161399,6.053,-0.006,19.91
05/27/2021,"15,337.85",-0.0063561,"1,35,689",0.00645,74.248,-0.001292129,6.055,0.002,20.8725
05/26/2021,"15,301.45",-0.002376,"1,34,580",-0.00821,74.5,0.003388284,6.038,-0.017,18.8425
05/25/2021,"15,208.45",-0.0060964,"1,33,994",-0.00436,74.504,5.37E-05,6.035,-0.003,19.13
05/24/2021,"15,197.70",-0.0007071,"1,33,555",-0.00328,74.34,-0.00220365,6.05,0.015,19.08
05/21/2021,"15,175.30",-0.001475,"1,34,054",0.00373,74.427,0.001169614,6.074,0.024,19.6525
05/20/2021,"14,906.05",-0.0179019,"1,34,478",0.00316,74.455,0.000376137,6.081,0.007,19.3175
05/19/2021,"15,030.15",0.008291,"1,34,264",-0.00159,74.495,0.000537093,6.088,0.007,19.24
05/18/2021,"15,108.10",0.0051728,"1,34,876",0.00455,74.535,0.000536805,6.126,0.038,19.6075
05/17/2021,"14,923.15",-0.0123173,"1,35,652",0.00574,74.858,0.004324172,6.011,-0.115,20.2675
05/14/2021,"14,677.80",-0.0165776,"1,35,126",-0.00389,74.61,-0.003318439,6.017,0.006,20.08
05/12/2021,"14,696.50",0.0012732,"1,36,311",0.00873,74.55,-0.000804505,6.031,0.014,19.83
05/11/2021,"14,850.75",0.010441,"1,36,030",-0.00206,74.47,-0.001073681,6.082,0.051,20.225
05/10/2021,"14,942.35",0.0061491,"1,34,811",-0.009,74.6,0.001744147,6.122,0.04,20.8225
05/07/2021,"14,823.15",-0.0080093,"1,34,563",-0.00184,74.545,-0.000737537,6.123,0.001,22.035
05/06/2021,"14,724.80",-0.006657,"1,34,638",0.00056,74.487,-0.000778356,6.177,0.054,21.9625
05/05/2021,"14,617.85",-0.0072898,"1,34,683",0.00033,74.74,0.003390811,6.143,-0.034,23.01
05/04/2021,"14,496.50",-0.0083361,"1,34,853",0.00126,74.8,0.000802461,6.123,-0.02,23.6925
05/03/2021,"14,634.15",0.0094506,"1,33,984",-0.00646,74.591,-0.002798028,6.131,0.008,23.0275
04/30/2021,"14,631.10",-0.0002084,"1,33,096",-0.00665,74.317,-0.003680129,6.152,0.021,23.305
04/29/2021,"14,894.90",0.0178695,"1,33,122",0.0002,74.518,0.002700979,6.144,-0.008,22.58
04/28/2021,"14,864.55",-0.0020397,"1,32,418",-0.0053,74.565,0.000630521,6.18,0.036,23.0825
04/27/2021,"14,653.05",-0.0143307,"1,31,594",-0.00624,74.365,-0.002685827,6.193,0.013,23.495
04/26/2021,"14,485.00",-0.0115349,"1,30,802",-0.00604,74.3,-0.000874449,6.202,0.009,22.69
04/23/2021,"14,341.35",-0.0099667,"1,32,044",0.00945,74.275,-0.00033653,6.185,-0.017,23.025
04/22/2021,"14,406.15",0.0045082,"1,32,145",0.00076,74.22,-0.000740766,6.18,-0.005,22.425
04/20/2021,"14,296.40",-0.0076474,"1,31,661",-0.00367,74.19,-0.000404285,6.201,0.021,22.485
04/19/2021,"14,359.45",0.0044005,"1,31,837",0.00134,74.15,-0.000539302,6.232,0.031,20.4025
04/16/2021,"14,617.85",0.0178351,"1,32,186",0.00264,74.34,0.002559096,6.247,0.015,20.89
04/15/2021,"14,581.45",-0.0024932,"1,32,153",-0.00025,74.14,-0.002693967,6.206,-0.041,20.46
04/13/2021,"14,504.80",-0.0052705,"1,30,667",-0.01131,74.12,-0.000269796,6.223,0.017,22.995
04/12/2021,"14,310.80",-0.0134651,"1,31,440",0.0059,74.186,0.000890052,6.232,0.009,19.785
04/09/2021,"14,834.85",0.0359646,"1,32,711",0.00962,73.275,-0.012355967,6.212,-0.02,20.3125
04/08/2021,"14,873.80",0.0026221,"1,36,316",0.0268,73.36,0.001159341,6.238,0.026,20.2475
04/07/2021,"14,819.05",-0.0036878,"1,36,547",0.00169,73.185,-0.002388346,6.236,-0.002,20.84
04/06/2021,"14,683.50",-0.0091891,"1,37,478",0.0068,73.245,0.000819504,6.209,-0.027,21.215
04/05/2021,"14,637.80",-0.0031172,"1,38,689",0.00877,73.08,-0.002255255,6.229,0.02,19.9875
04/01/2021,"14,867.35",0.0155603,"1,37,798",-0.00645,72.985,-0.001300791,6.182,-0.047,20.645
03/31/2021,"14,690.70",-0.0119529,"1,38,064",0.00193,72.955,-0.000411128,6.147,-0.035,20.485
03/30/2021,"14,845.10",0.0104552,"1,38,192",0.00093,72.811,-0.00197577,6.172,0.025,20.65
03/26/2021,"14,507.30",-0.0230179,"1,37,780",-0.00299,72.87,0.000809989,6.202,0.03,22.6975
03/25/2021,"14,324.90",-0.0126527,"1,36,589",-0.00868,73.045,0.002398658,6.132,-0.07,22.455
03/24/2021,"14,549.40",0.0155505,"1,39,186",0.01883,72.96,-0.001164344,6.03,-0.102,20.665
03/23/2021,"14,814.75",0.0180736,"1,38,426",-0.00548,72.865,-0.001302932,6.022,-0.008,20.4925
03/22/2021,"14,736.40",-0.0053027,"1,38,344",-0.00059,72.518,-0.004773607,6.022,0,19.9875
03/19/2021,"14,744.00",0.0005156,"1,37,790",-0.00401,72.41,-0.001490396,5.99,-0.032,20.08
03/18/2021,"14,557.85",-0.0127059,"1,37,860",0.00051,72.71,0.004134515,5.962,-0.028,20.1575
03/17/2021,"14,721.30",0.0111651,"1,37,909",0.00036,72.725,0.000206278,6.01,0.048,20.19
03/16/2021,"14,910.45",0.0127669,"1,38,191",0.00204,72.795,0.000962067,6.074,0.064,21.2275
03/15/2021,"14,929.50",0.0012768,"1,36,854",-0.00972,72.835,0.000549337,6.04,-0.034,21.7075
03/12/2021,"15,030.95",0.0067723,"1,36,959",0.00077,72.827,-0.000109843,6.071,0.031,20.7475
03/10/2021,"15,174.80",0.0095247,"1,37,046",0.00064,73.015,0.002578134,6.074,0.003,22.495
03/09/2021,"15,098.40",-0.0050474,"1,36,821",-0.00164,73.22,0.002803708,6.084,0.01,24.675
03/08/2021,"14,956.20",-0.0094628,"1,36,544",-0.00203,73.055,-0.002256026,6.127,0.043,25.56
03/05/2021,"14,938.10",-0.0012109,"1,36,855",0.00228,73.335,0.003825403,6.06,-0.067,24.15
03/04/2021,"15,080.75",0.0095041,"1,35,063",-0.01318,73.3,-0.000477376,5.949,-0.111,22.09
03/03/2021,"15,245.60",0.0108718,"1,34,148",-0.0068,73.48,0.002452651,5.933,-0.016,23.605
03/02/2021,"14,919.10",-0.0216487,"1,33,464",-0.00511,73.538,0.000789019,5.954,0.021,25.625
03/01/2021,"14,761.55",-0.0106164,"1,34,780",0.00981,73.375,-0.002219001,5.954,0,28.1425
02/26/2021,"14,529.15",-0.0158689,"1,34,809",0.00022,73.46,0.001157762,5.939,-0.015,22.8925
02/25/2021,"15,097.35",0.0383623,"1,34,092",-0.00533,73.254,-0.002808186,5.956,0.017,24.1675
02/24/2021,"14,982.00",-0.0076698,"1,33,554",-0.00402,73.605,0.004780104,5.942,-0.014,25.2275
02/23/2021,"14,707.80",-0.0184715,"1,31,833",-0.01297,73.81,0.002781266,5.936,-0.006,25.47
02/22/2021,"14,675.70",-0.0021849,"1,31,181",-0.00496,73.77,-0.000542079,5.957,0.021,22.25
02/19/2021,"14,981.75",0.0206397,"1,32,309",0.00856,73.82,0.000677553,5.988,0.031,21.5425
02/18/2021,"15,118.95",0.0091161,"1,30,964",-0.01022,74.055,0.003178363,5.924,-0.064,21.505
02/17/2021,"15,208.90",0.0059319,"1,31,241",0.00211,74.1,0.000607472,5.947,0.023,21.78
02/16/2021,"15,313.45",0.0068507,"1,32,685",0.01094,74.493,0.005289629,5.931,-0.016,21.475
02/15/2021,"15,314.70",0.0000816,"1,32,446",-0.0018,74.59,0.001301289,5.924,-0.007,22.0425
02/12/2021,"15,163.30",-0.0099351,"1,33,095",0.00489,74.757,0.002236403,5.892,-0.032,23.045
02/11/2021,"15,173.30",0.0006593,"1,33,132",0.00028,74.93,0.002311491,5.892,0,23.9525
02/10/2021,"15,106.50",-0.0044122,"1,33,923",0.00592,75.12,0.002532491,5.894,0.002,24.27
02/09/2021,"15,109.30",0.0001853,"1,35,237",0.00976,75.439,0.004237548,5.85,-0.044,23.9575
02/08/2021,"15,115.80",0.0004301,"1,34,055",-0.00878,75.395,-0.000583423,5.858,0.008,23.415
02/05/2021,"14,924.25",-0.0127531,"1,32,564",-0.01118,74.86,-0.007121257,5.898,0.04,23.1225
02/04/2021,"14,895.65",-0.0019182,"1,32,365",-0.0015,74.54,-0.004283808,5.894,-0.004,23.745
02/03/2021,"14,789.95",-0.0071213,"1,31,731",-0.0048,74.73,0.002545724,5.899,0.005,23.345
02/02/2021,"14,647.85",-0.0096543,"1,30,291",-0.01099,75.06,0.004406176,5.927,0.028,23.3225
02/01/2021,"14,281.20",-0.0253496,"1,31,315",0.00783,75.27,0.002793855,5.925,-0.002,25.3425
01/29/2021,"13,634.60",-0.0463333,"1,29,900",-0.01083,74.99,-0.003726878,5.929,0.004,24.29
01/28/2021,"13,817.55",0.0133288,"1,30,247",0.00267,74.734,-0.003419629,5.95,0.021,24.3925
01/27/2021,"13,967.50",0.0107937,"1,30,888",0.00491,74.577,-0.002102994,5.951,0.001,23.245
01/25/2021,"14,238.90",0.0192445,"1,29,164",-0.01326,74.368,-0.002806407,5.957,0.006,22.4225
01/22/2021,"14,371.90",0.0092973,"1,28,093",-0.00833,73.49,-0.011876399,5.959,0.002,22.18
01/21/2021,"14,590.35",0.0150854,"1,26,607",-0.01167,73.319,-0.002329559,5.952,-0.007,21.55
01/20/2021,"14,644.70",0.0037181,"1,26,845",0.00188,73.385,0.000899771,5.944,-0.008,22.8975
01/19/2021,"14,521.15",-0.0084723,"1,26,775",-0.00055,73.332,-0.000722479,5.941,-0.003,24.395
01/18/2021,"14,281.30",-0.0166552,"1,24,864",-0.01519,73.148,-0.00251229,5.946,0.005,24.01
01/15/2021,"14,433.70",0.0106148,"1,23,709",-0.00929,73.445,0.004052041,5.956,0.01,23.0275
01/14/2021,"14,595.60",0.0111544,"1,24,493",0.00632,72.755,-0.009439195,5.916,-0.04,23.2925
01/13/2021,"14,564.85",-0.002109,"1,25,753",0.01007,72.615,-0.00192612,5.917,0.001,22.8475
01/12/2021,"14,563.45",-0.0000961,"1,25,474",-0.00222,72.665,0.000688326,5.939,0.022,22.3825
01/11/2021,"14,484.75",-0.0054186,"1,25,885",0.00327,72.595,-0.000963789,5.924,-0.015,20.64
01/08/2021,"14,347.25",-0.0095381,"1,25,264",-0.00495,72.555,-0.000551154,5.897,-0.027,20.615
01/07/2021,"14,137.35",-0.0147381,"1,25,812",0.00437,72.38,-0.002414877,5.932,0.035,20.995
01/06/2021,"14,146.25",0.0006293,"1,26,310",0.00395,72.413,0.000455823,5.92,-0.012,20.46
01/05/2021,"14,199.50",0.0037572,"1,26,204",-0.00084,72.7,0.003955543,5.93,0.01,20.03
01/04/2021,"14,132.90",-0.0047013,"1,26,582",0.00299,72.57,-0.001789771,5.911,-0.019,19.56
01/01/2021,"14,018.50",-0.0081275,"1,25,519",-0.00843,72.515,-0.000758176,5.872,-0.039,21.095
12/31/2020,"13,981.75",-0.002625,"1,25,582",0.0005,72.535,0.000275767,5.885,0.013,21.11
12/30/2020,"13,981.95",0.0000143,"1,25,475",-0.00085,72.69,0.00213462,5.88,-0.005,20.79
12/29/2020,"13,932.60",-0.0035358,"1,25,187",-0.0023,72.7,0.000137561,5.9,0.02,20.4275
12/28/2020,"13,873.20",-0.0042725,"1,25,547",0.00287,72.73,0.00041257,5.877,-0.023,19.9675
12/24/2020,"13,749.25",-0.0089746,"1,24,840",-0.00565,72.776,0.000632276,5.876,-0.001,20.495
12/23/2020,"13,601.10",-0.0108336,"1,23,431",-0.01135,73.36,0.007992597,5.878,0.002,21.985
12/22/2020,"13,466.30",-0.0099604,"1,24,469",0.00837,73.19,-0.002320028,5.877,-0.001,23.19
12/21/2020,"13,328.40",-0.0102932,"1,23,388",-0.00872,72.739,-0.006181108,5.878,0.001,18.6225
12/18/2020,"13,760.55",0.0319087,"1,24,757",0.01103,72.94,0.002759494,5.903,0.025,19.1575
12/17/2020,"13,740.70",-0.0014436,"1,27,295",0.02014,73.26,0.004377572,5.903,0,19.2
12/16/2020,"13,682.70",-0.00423,"1,26,572",-0.0057,73.405,0.001977296,5.916,0.013,19.345
12/15/2020,"13,567.85",-0.0084292,"1,28,140",0.01231,73.937,0.007221326,5.876,-0.04,19.4025
12/14/2020,"13,558.15",-0.0007152,"1,28,734",0.00462,72.745,-0.016253204,5.871,-0.005,18.79
12/11/2020,"13,513.85",-0.0032728,"1,30,620",0.01454,72.39,-0.004892007,5.86,-0.011,18.7125
12/10/2020,"13,478.30",-0.0026341,"1,30,645",0.00019,72.382,-0.000110519,5.886,0.026,18.92
12/09/2020,"13,529.10",0.0037619,"1,31,072",0.00326,72.45,0.000939019,5.898,0.012,18.6175
12/08/2020,"13,392.95",-0.0101145,"1,29,307",-0.01356,72.56,0.001517137,5.89,-0.008,18.025
12/07/2020,"13,355.75",-0.0027814,"1,28,836",-0.00365,72.585,0.000344483,5.881,-0.009,18.0275
12/04/2020,"13,258.55",-0.0073044,"1,29,275",0.0034,72.835,0.00343832,5.859,-0.022,19
12/03/2020,"13,133.90",-0.009446,"1,30,717",0.01109,72.87,0.000480423,5.846,-0.013,19.9075
12/02/2020,"13,113.75",-0.0015354,"1,32,057",0.0102,72.624,-0.003381586,5.834,-0.012,20.1825
12/01/2020,"13,109.05",-0.0003585,"1,32,347",0.00219,72.595,-0.000399397,5.844,0.01,19.8175
11/27/2020,"12,968.95",-0.0107448,"1,32,686",0.00256,72.71,0.001582878,5.915,0.071,20.0225
11/26/2020,"12,987.00",0.0013908,"1,34,150",0.01097,72.795,0.001168345,5.912,-0.003,23.1275
11/25/2020,"12,858.40",-0.0099516,"1,33,858",-0.00218,72.856,0.000837619,5.931,0.019,21.0575
11/24/2020,"13,055.15",0.0151854,"1,33,481",-0.00282,72.935,0.001083743,5.94,0.009,20.7975
11/23/2020,"12,926.45",-0.0099071,"1,31,904",-0.01188,72.815,-0.001646656,5.935,-0.005,19.6175
11/20/2020,"12,859.05",-0.0052278,"1,30,821",-0.00824,72.955,0.001920835,5.898,-0.037,19.57
11/19/2020,"12,771.70",-0.0068161,"1,33,475",0.02008,72.815,-0.001920835,5.9,0.002,19.12
11/18/2020,"12,938.25",0.0129563,"1,33,922",0.00334,72.917,0.00139983,5.904,0.004,19.8025
11/17/2020,"12,874.20",-0.0049627,"1,35,992",0.01534,73.12,0.002780119,5.899,-0.005,19.7025
11/14/2020,"12,780.25",-0.0073243,"1,34,538",-0.01075,72.906,-0.002930987,5.937,0.038,20.62
11/13/2020,"12,719.95",-0.0047294,"1,34,367",-0.00127,72.944,0.000521083,6.015,0.078,22.0325
11/12/2020,"12,690.80",-0.0022943,"1,34,693",0.00242,73.07,0.001725862,6.014,-0.001,21.5775
11/11/2020,"12,749.15",0.0045873,"1,34,913",0.00163,72.915,-0.002123507,6.026,0.012,20.1125
11/10/2020,"12,631.10",-0.0093026,"1,35,374",0.00341,72.97,0.000754019,6.004,-0.022,20.4975
11/09/2020,"12,461.05",-0.0135542,"1,35,199",-0.00129,72.985,0.000205543,5.996,-0.008,20.965
11/06/2020,"12,263.55",-0.0159763,"1,36,369",0.00862,72.97,-0.000205543,6.015,0.019,23.2
11/05/2020,"12,120.30",-0.0117497,"1,36,448",0.00058,72.915,-0.000754019,6.037,0.022,24.24
11/04/2020,"11,908.50",-0.0176293,"1,34,647",-0.01329,73.192,0.003791746,6.056,0.019,25.21
11/03/2020,"11,813.50",-0.0080095,"1,34,425",-0.00165,73.188,-5.47E-05,6.038,-0.018,24.7525
11/02/2020,"11,669.15",-0.0122943,"1,33,560",-0.00646,73.13,-0.000792794,5.992,-0.046,24.0225
10/30/2020,"11,642.40",-0.002295,"1,34,873",0.00978,73.08,-0.000683948,5.99,-0.002,23.28
10/29/2020,"11,670.80",0.0024364,"1,34,961",0.00065,73.17,0.001230769,6.01,0.02,22.195
10/28/2020,"11,729.60",0.0050256,"1,35,771",0.00598,73.225,0.000751392,6.016,0.006,22.8325
10/27/2020,"11,889.40",0.0135317,"1,35,357",-0.00305,73.474,0.003394709,6.014,-0.002,21.8275
10/26/2020,"11,767.75",-0.0102845,"1,35,537",0.00133,73.34,-0.001825439,6.033,0.019,22.635
10/23/2020,"11,930.35",0.0137228,"1,40,439",0.03553,73.43,0.001226409,5.992,-0.041,22.915
10/22/2020,"11,896.45",-0.0028455,"1,40,218",-0.00157,73.136,-0.00401185,6.029,0.037,22.69
10/21/2020,"11,937.65",0.0034572,"1,42,544",0.01645,73.13,-8.20E-05,6.031,0.002,21.8175
10/20/2020,"11,896.80",-0.0034278,"1,41,920",-0.00439,73.08,-0.000683948,6.041,0.01,21.645
10/19/2020,"11,873.05",-0.0019983,"1,38,789",-0.02231,73.125,0.000615574,6.053,0.012,22.0575
10/16/2020,"11,762.45",-0.0093589,"1,38,629",-0.00115,73.054,-0.000971412,5.989,-0.064,20.21
10/15/2020,"11,680.35",-0.0070043,"1,38,494",-0.00097,73.144,0.001231207,6.056,0.067,20.715
10/14/2020,"11,971.05",0.0245833,"1,37,823",-0.00486,73.405,0.003561952,5.993,-0.063,21.1275
10/13/2020,"11,934.50",-0.0030579,"1,37,660",-0.00118,73.548,0.001946201,5.93,-0.063,20.38
10/12/2020,"11,930.95",-0.0002975,"1,37,978",0.00231,73.558,0.000135956,5.896,-0.034,20.38
10/09/2020,"11,914.20",-0.0014049,"1,37,948",-0.00022,73.555,-4.08E-05,5.92,0.024,20.06
10/08/2020,"11,834.60",-0.0067035,"1,38,129",0.00131,73.78,0.003054266,5.943,0.023,19.635
10/07/2020,"11,738.85",-0.0081236,"1,37,340",-0.00573,73.854,0.001002479,6.078,0.135,19.705
10/06/2020,"11,662.40",-0.0065339,"1,38,898",0.01128,74.028,0.002353229,6.097,0.019,18.35
10/05/2020,"11,503.35",-0.0137317,"1,38,360",-0.00388,73.575,-0.006138106,6.147,0.05,19.53
10/01/2020,"11,416.95",-0.0075392,"1,38,592",0.00168,73.525,-0.00067981,6.203,0.056,19.775
09/30/2020,"11,247.55",-0.0149488,"1,37,268",-0.0096,73.64,0.001562872,6.157,-0.046,19.5725
09/29/2020,"11,222.40",-0.0022385,"1,36,306",-0.00703,73.558,-0.001114146,6.221,0.064,20.675
09/28/2020,"11,227.55",0.0004588,"1,34,505",-0.0133,73.64,0.001114146,6.14,-0.081,23.51
09/25/2020,"11,050.25",-0.0159175,"1,35,603",0.00813,73.738,0.001329914,6,-0.14,20.99
09/24/2020,"10,805.55",-0.0223932,"1,35,401",-0.00149,73.745,9.49E-05,6.008,0.008,21.41
09/23/2020,"11,131.85",0.0297505,"1,35,585",0.00136,73.73,-0.000203424,5.986,-0.022,22.1875
09/22/2020,"11,153.65",0.0019564,"1,37,812",0.01629,73.725,-6.78E-05,5.975,-0.011,20.045
09/21/2020,"11,250.55",0.0086502,"1,37,470",-0.00248,73.779,0.000732184,5.965,-0.01,20.1
09/18/2020,"11,504.95",0.0223604,"1,35,537",-0.01416,73.776,-4.07E-05,5.895,-0.07,19.66
09/17/2020,"11,516.10",0.0009687,"1,35,931",0.0029,73.87,0.001273316,5.884,-0.011,20.5975
09/16/2020,"11,604.55",0.0076512,"1,34,987",-0.00697,73.77,-0.001354647,5.903,0.019,21.19
09/15/2020,"11,521.80",-0.0071564,"1,33,346",-0.01223,73.5,-0.003666739,5.893,-0.01,20.7125
09/14/2020,"11,440.05",-0.0071205,"1,31,450",-0.01432,74,0.006779687,5.886,-0.007,21.2625
09/11/2020,"11,464.45",0.0021306,"1,32,202",0.0057,73.935,-0.000878764,5.862,-0.024,22.23
09/10/2020,"11,449.25",-0.0013267,"1,33,678",0.0111,73.837,-0.001326368,5.826,-0.036,22.7225
09/09/2020,"11,278.00",-0.0150703,"1,33,314",-0.00273,73.789,-0.000650292,5.833,0.007,22.0075
09/08/2020,"11,317.35",0.003483,"1,33,843",0.00396,74.079,0.003922422,5.837,0.004,22.1525
09/07/2020,"11,355.05",0.0033256,"1,36,436",0.01919,74.26,0.002440357,5.837,0,20.5025
09/04/2020,"11,333.85",-0.0018688,"1,38,622",0.0159,74.12,-0.001887047,5.825,-0.012,21.105
09/03/2020,"11,527.45",0.0169373,"1,38,248",-0.0027,74.11,-0.000134925,5.835,0.01,21.8
09/02/2020,"11,535.00",0.0006547,"1,38,720",0.00341,74.12,0.000134925,5.85,0.015,22.835
09/01/2020,"11,470.25",-0.0056292,"1,39,956",0.00887,74.48,0.004845232,5.859,0.009,18.3475
08/31/2020,"11,387.50",-0.0072405,"1,40,441",0.00346,74.38,-0.001343544,5.817,-0.042,18.895
08/28/2020,"11,647.60",0.0225839,"1,40,775",0.00238,74.582,0.002712103,5.805,-0.012,19.3025
08/27/2020,"11,559.25",-0.0076142,"1,40,136",-0.00455,74.685,0.001380078,5.814,0.009,19.315
08/26/2020,"11,549.60",-0.0008352,"1,38,806",-0.00954,74.462,-0.002990341,5.829,0.015,19.23
08/25/2020,"11,472.25",-0.0067197,"1,39,364",0.00401,74.29,-0.002312575,5.799,-0.03,19.9375
08/24/2020,"11,466.45",-0.0005057,"1,37,856",-0.01088,74.035,-0.003438399,5.805,0.006,20.6175
08/21/2020,"11,371.60",-0.0083064,"1,44,361",0.04611,73.976,-0.000797238,5.813,0.008,19.9575
08/20/2020,"11,312.20",-0.0052372,"1,44,042",-0.00221,73.925,-0.000689651,5.815,0.002,20.43
08/19/2020,"11,408.40",0.0084681,"1,41,510",-0.01773,74.368,0.005974676,5.825,0.01,21.3075
08/18/2020,"11,385.35",-0.0020225,"1,42,422",0.00642,74.625,0.00344983,5.786,-0.039,21.6725
08/17/2020,"11,247.10",-0.0122171,"1,41,199",-0.00862,74.51,-0.001542227,5.76,-0.026,20.5675
08/14/2020,"11,178.40",-0.006127,"1,40,049",-0.00818,74.567,0.000764706,5.772,0.012,20.845
08/13/2020,"11,300.45",0.0108592,"1,38,878",-0.0084,74.38,-0.002510962,5.778,0.006,21.36
08/12/2020,"11,308.40",0.0007033,"1,39,198",0.0023,74.19,-0.002557718,5.792,0.014,22.51
08/11/2020,"11,322.50",0.0012461,"1,40,424",0.00877,73.624,-0.007658311,5.836,0.044,22.5775
08/10/2020,"11,270.15",-0.0046343,"1,40,657",0.00166,73.97,0.004688546,5.845,0.009,23.15
